"",id,courtType,courtCases,judgmentType,judges,textContent,keywords,judgmentDate
56,136830,COMMON,[{'caseNumber': 'I C 238/12'}],SENTENCE,"[{'name': 'Jerzy Chruściak', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt IC 238/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 24.01.2013r. Sąd Rejonowy w Lubaniu Wydział I Cywilny w składzie następującym: Przewodniczący – SSR Jerzy Chruściak Protokolant –...,[],2013-01-24
57,136831,COMMON,[{'caseNumber': 'I C 379/12'}],SENTENCE,"[{'name': 'Beata Wolańska-Graf', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt ICupr 379/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 08.01.2013r. Sąd Rejonowy w Lubaniu Wydział I Cywilny w składzie następującym: Przewodniczący – SSR Beata Wolańska - Graf Prot...,[],2013-01-08
58,136832,COMMON,[{'caseNumber': 'I Ns 481/11'}],DECISION,"[{'name': 'Jerzy Chruściak', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I Ns 481/11 POSTANOWIENIE Dnia 24.01.2013 roku. Sąd Rejonowy w Lubaniu Wydział I Cywilny w składzie następującym : Przewodniczący - SSR Jerzy Chruściak Protokolant: Anna Mroczkowska – Je...,[],2013-01-24
59,137258,COMMON,[{'caseNumber': 'I C 359/12'}],SENTENCE,"[{'name': 'Beata Wolańska-Graf', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt IC 359/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 07.02.2013r. Sąd Rejonowy w Lubaniu Wydział I Cywilny w składzie następującym: Przewodniczący – SSR Beata Wolańska - Graf Protoko...,[pożyczka],2013-02-07
60,51320,COMMON,[{'caseNumber': 'VI C 24/13'}],SENTENCE,"[{'name': 'Wioleta Bielińska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VI C 24/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 12 czerwca 2014 roku Sąd Rejonowy w Lubaniu VI Zamiejscowy Wydział Cywilny z siedzibą w L. w składzie: Przewodniczący SSR Wiolet...,[],2014-06-12
61,51695,COMMON,[{'caseNumber': 'VI C 213/13'}],SENTENCE,"[{'name': 'Wioleta Bielińska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VI C 213/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 12 czerwca 2014 roku Sąd Rejonowy w Lubaniu VI Zamiejscowy Wydział Cywilny z siedzibą w L. w składzie: Przewodniczący SSR Wiole...,[],2014-06-12
62,52248,COMMON,[{'caseNumber': 'VI C 1115/13'}],SENTENCE,"[{'name': 'Wioleta Bielińska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VI C 1115/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 24 czerwca 2014 roku Sąd Rejonowy w Lubaniu VI Zamiejscowy Wydział Cywilny z siedzibą w L. w składzie: Przewodniczący SSR Wiol...,[],2014-06-24
63,52249,COMMON,[{'caseNumber': 'VI C 250/14'}],SENTENCE,"[{'name': 'Wioleta Bielińska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VI C 250/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 26 czerwca 2014 roku Sąd Rejonowy w Lubaniu VI Zamiejscowy Wydział Cywilny z siedzibą w L. w składzie: Przewodniczący SSR Wiole...,[],2014-06-26
64,59510,COMMON,[{'caseNumber': 'VI C 1395/13'}],SENTENCE,"[{'name': 'Wioleta Bielińska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VI C 1395/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 21 sierpnia 2014 roku Sąd Rejonowy w Lubaniu VI Zamiejscowy Wydział Cywilny z siedzibą w L. w składzie: Przewodniczący SSR Wio...,[],2014-08-21
65,60301,COMMON,[{'caseNumber': 'VI C 176/14'}],SENTENCE,"[{'name': 'Wioleta Bielińska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt VI C 176/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 27 sierpnia 2014 roku Sąd Rejonowy w Lubaniu VI Zamiejscowy Wydział Cywilny z siedzibą w L. w składzie: Przewodniczący SSR Wiol...,[],2014-08-27
66,59786,COMMON,[{'caseNumber': 'I C 253/14'}],SENTENCE,"[{'name': 'Krzysztof Skrobowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 253/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 09 lipca 2014 roku Sąd Rejonowy w Zgorzelcu Wydział I Cywilny w składzie następującym: Przewodniczący SSR Krzysztof Skrobowski P...,[umowa],2014-07-09
67,59789,COMMON,[{'caseNumber': 'I C 802/14'}],SENTENCE,"[{'name': 'Agnieszka Wiercińska-Bałaga', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 802/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 22 sierpnia 2014 r. Sąd Rejonowy w Zgorzelcu Wydział I Cywilny w składzie następującym: Przewodniczący SSR Agnieszka Wiercińska ...,[dowody],2014-08-22
68,60038,COMMON,[{'caseNumber': 'I C 1249/12'}],SENTENCE,"[{'name': 'Agnieszka Wiercińska-Bałaga', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1249/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 27 sierpnia 2014 r. Sąd Rejonowy w Zgorzelcu Wydział I Cywilny w składzie: Przewodniczący SSR Agnieszka Wiercińska- Bałaga Prot...,[umowa],2014-08-27
69,60813,COMMON,[{'caseNumber': 'I C 870/14'}],SENTENCE,"[{'name': 'Agnieszka Wiercińska-Bałaga', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 870/14 WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 13 sierpnia 2014 r. Sąd Rejonowy w Zgorzelcu Wydział I Cywilny w składzie następującym: Przewodniczący SSR Agnieszka Wie...,[dowody],2014-08-13
70,61335,COMMON,[{'caseNumber': 'I C 1992/13'}],SENTENCE,"[{'name': 'Justyna Szczyrba', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1992/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 15 maja 2014 r. Sąd Rejonowy w Zgorzelcu Wydział I Cywilny w składzie następującym: Przewodniczący SSR Justyna Szczyrba Protoko...,[cesja],2014-05-15
71,62037,COMMON,[{'caseNumber': 'I C 201/13'}],SENTENCE,"[{'name': 'Maciej Dubrowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 201/13 WYROK WSTĘPNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 22 lipca 2014 r. Sąd Rejonowy w Zgorzelcu Wydział I Cywilny w składzie: Przewodniczący: SSR Maciej Dubrowski Protokolant...,[zadośćuczynienie],2014-07-22
72,62114,COMMON,[{'caseNumber': 'I C 956/12'}],SENTENCE,"[{'name': 'Agnieszka Wiercińska-Bałaga', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 956/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 7 marca 2014 r. Sąd Rejonowy w Zgorzelcu Wydział I Cywilny w składzie: Przewodniczący SSR Agnieszka Wiercińska- Bałaga Protokola...,[umowa o roboty budowlane],2014-03-07
73,62838,COMMON,[{'caseNumber': 'I C 1001/13'}],SENTENCE,"[{'name': 'Agnieszka Wiercińska-Bałaga', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1001 /13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 12 września 2014 r. Sąd Rejonowy w Zgorzelcu Wydział I Cywilny w składzie następującym: Przewodniczący SSR Agnieszka Wiercińsk...,[zadośćuczynienie],2014-09-12
74,66678,COMMON,[{'caseNumber': 'I C 236/12'}],SENTENCE,"[{'name': 'Agnieszka Wiercińska-Bałaga', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 236/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 10 października 2014 r. Sąd Rejonowy w Zgorzelcu Wydział I Cywilny w składzie następującym: Przewodniczący SSR Agnieszka Wierciń...,[zadośćuczynienie],2014-10-10
75,66680,COMMON,[{'caseNumber': 'I C 322/14'}],SENTENCE,"[{'name': 'Krzysztof Skowron', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 322/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 3 września 2014 r. Sąd Rejonowy w Zgorzelcu Wydział I Cywilny w składzie: Przewodniczący: SSR Krzysztof Skowron Protokolant: Ewe...,[kara],2014-09-03
76,69873,COMMON,[{'caseNumber': 'I C 7/13'}],SENTENCE,"[{'name': 'Mirosława Polak-Pawlaczek', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 7/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 18 września 2014 roku Sąd Okręgowy w Legnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSO Mirosława Polak - Pawl...,[dożywocie],2014-09-18
77,136642,COMMON,[{'caseNumber': 'I C 35/12'}],SENTENCE,"[{'name': 'Mirosława Polak-Pawlaczek', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 35/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 25 stycznia 2013 roku Sąd Okręgowy w Legnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSO Mirosława Polak - Paw...,[zadośćuczynienie],2013-01-25
78,136748,COMMON,[{'caseNumber': 'I C 249/12'}],SENTENCE,"[{'name': 'Katarzyna Kamińska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 249/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 17 grudnia 2012 roku Sąd Okręgowy w Legnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSO Katarzyna Kamińska Pr...,[uchwała wspólnoty],2012-12-17
79,137503,COMMON,[{'caseNumber': 'I C 249/12'}],REASONS,[],Sygn. akt IC 249/12 UZASADNIENIE Powód Gmina L. reprezentowana przez Zarząd (...) w L. w pozwie z dnia 24 sierpnia 2012 r. skierowanym przeciwko Wspólnocie Mieszkaniowej (...) w L. wniosła o uchyl...,[uchwała wspólnoty],2013-01-04
80,137505,COMMON,[{'caseNumber': 'I C 278/10'}],SENTENCE,"[{'name': 'Anna Bury', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt IC 278/10 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 14 grudnia 2012 roku Sąd Okręgowy w Legnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSO Anna Bury Protokolant:...,[warunek],2012-12-14
81,137506,COMMON,[{'caseNumber': 'I C 278/10'}],REASONS,[],Sygn. akt I C 278/10 UZASADNIENIE Powód M. P. domagał się wydania nakazu zapłaty w postępowaniu upominawczym i zobowiązania strony pozwanej (...) S.A. w L. do zapłaty na jego rzecz kwoty w wysokoś...,[warunek],2013-01-08
82,137525,COMMON,[{'caseNumber': 'I C 174/12'}],SENTENCE,"[{'name': 'Mirosława Polak-Pawlaczek', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 174/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 15 lutego 2013 roku Sąd Okręgowy w Legnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSO Mirosława Polak - Pawl...,[odszkodowanie],2013-02-15
83,137814,COMMON,[{'caseNumber': 'I C 5/13'}],SENTENCE,"[{'name': 'Mirosława Polak-Pawlaczek', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 5/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 15 marca 2013 roku Sąd Okręgowy w Legnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSO Mirosława Polak - Pawlacz...,[pozbawienie wykonalności],2013-03-15
84,137815,COMMON,[{'caseNumber': 'I C 199/12'}],SENTENCE,"[{'name': 'Katarzyna Kamińska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 199/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 21 lutego 2013 roku Sąd Okręgowy w Legnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSO Katarzyna Kamińska Pro...,[czyny niedozwolone],2013-02-21
85,138162,COMMON,[{'caseNumber': 'I C 195/12'}],SENTENCE,"[{'name': 'Mirosława Polak-Pawlaczek', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 195/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 12 kwietnia 2013 roku Sąd Okręgowy w Legnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSO Mirosława Polak - Pa...,[pozbawienie wykonalności],2013-04-12
86,2998,COMMON,[{'caseNumber': 'II Ca 511/12'}],DECISION,"[{'name': 'Elżbieta Hallada', 'function': None, 'specialRoles': []}, {'name': 'Elżbieta Piotrowska', 'function': None, 'specialRoles': []}, {'name': 'Krystyna Zawada', 'function': None, 'specialRo...",Sygn. akt II Ca 511/12 POSTANOWIENIE Dnia 15 listopada 2012 roku Sąd Okręgowy w Legnicy II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Krystyna Zawada (spraw.) Sędziowie: SO Elżbiet...,[],2012-11-15
87,3679,COMMON,[{'caseNumber': 'II Ca 632/12'}],DECISION,"[{'name': 'Elżbieta Piotrowska', 'function': None, 'specialRoles': []}, {'name': 'Krystyna Zawada', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Robert Figurski', 'function': ...",Sygn. akt. II Ca 632/12 POSTANOWIENIE Dnia 30 października 2012 roku Sąd Okręgowy w Legnicy II Wydział Cywilny Odwoławczy w składzie następującym: Przewodniczący – Sędzia SO Krystyna Zawada (spraw...,[],2012-10-30
88,3680,COMMON,[{'caseNumber': 'II Ca 633/12'}],DECISION,"[{'name': 'Elżbieta Piotrowska', 'function': None, 'specialRoles': []}, {'name': 'Krystyna Zawada', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Robert Figurski', 'function': ...",Sygn. akt II Ca 633/12 POSTANOWIENIE Dnia 30 października 2012 roku Sąd Okręgowy w Legnicy II Wydział Cywilny Odwoławczy w składzie następującym : Przewodniczący - SSO Krystyna Zawada (spraw.) SO ...,[],2012-10-30
89,4863,COMMON,[{'caseNumber': 'II Ca 683/12'}],DECISION,"[{'name': 'Elżbieta Piotrowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Robert Figurski', 'function': None, 'specialRoles': []}, {'name': 'Sabina Ziser', 'function': Non...",Sygn. akt II Ca 683/12 POSTANOWIENIE Dnia 24 stycznia 2013 roku Sąd Okręgowy w Legnicy II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Elżbieta Piotrowska Sędziowie: SO Robert Figurs...,[],2013-01-24
90,4879,COMMON,[{'caseNumber': 'II Ca 684/12'}],DECISION,"[{'name': 'Krystyna Zawada', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Mirosława Molenda-Migdalewicz', 'function': None, 'specialRoles': []}, {'name': 'Sabina Ziser', 'func...",Sygn. akt II Ca 684/12 POSTANOWIENIE Dnia 31 stycznia 2013 roku Sąd Okręgowy w Legnicy II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Krystyna Zawada Sędziowie: SO Mirosława Molenda...,[],2013-01-31
91,4934,COMMON,[{'caseNumber': 'II Ca 690/12'}],DECISION,"[{'name': 'Elżbieta Hallada', 'function': None, 'specialRoles': []}, {'name': 'Krystyna Zawada', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Sabina Ziser', 'function': None, ...",Sygn. akt II Ca 690/12 POSTANOWIENIE Dnia 31 stycznia 2013 roku Sąd Okręgowy w Legnicy II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Krystyna Zawada (spraw.) Sędziowie: SO Elżbieta...,[],2013-01-31
92,5413,COMMON,[{'caseNumber': 'II Ca 714/12'}],DECISION,"[{'name': 'Jolanta Pratkowiecka', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Robert Figurski', 'function': None, 'specialRoles': []}, {'name': 'Sabina Ziser', 'function': No...",Sygn. akt II Ca 714/12 POSTANOWIENIE Dnia 14 lutego 2013 roku Sąd Okręgowy w Legnicy II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Jolanta Pratkowiecka (spraw.) Sędziowie: SO Rober...,[],2013-02-14
93,5957,COMMON,[{'caseNumber': 'II Ca 543/12'}],DECISION,"[{'name': 'Elżbieta Hallada', 'function': None, 'specialRoles': []}, {'name': 'Elżbieta Piotrowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Sylwia Kornatowicz', 'functio...",Sygn. akt II Ca 543/12 POSTANOWIENIE Dnia 12 grudnia 2012 roku Sąd Okręgowy w Legnicy II Wydział Cywilny Odwoławczy w składzie Przewodniczący: SSO Elżbieta Piotrowska Sędziowie: SO Sylwia Kornatow...,[zasiedzenie],2012-12-12
94,5958,COMMON,[{'caseNumber': 'II Ca 601/12'}],DECISION,"[{'name': 'Robert Figurski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Sabina Ziser', 'function': None, 'specialRoles': []}, {'name': 'Sylwia Kornatowicz', 'function': None...",Sygn. akt II Ca 601/12 POSTANOWIENIE Dnia 27 grudnia 2012 roku Sąd Okręgowy w Legnicy II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Robert Figurski Sędziowie: SO Sylwia Kornatowicz...,[podział majątku wspólnego],2012-12-27
95,5959,COMMON,[{'caseNumber': 'II Ca 667/12'}],DECISION,"[{'name': 'Elżbieta Hallada', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Elżbieta Piotrowska', 'function': None, 'specialRoles': []}, {'name': 'Jolanta Pratkowiecka', 'funct...",Sygn. akt II Ca 667/12 POSTANOWIENIE Dnia 20 grudnia 2012 roku Sąd Okręgowy w Legnicy II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Elżbieta Hallada Sędziowie: SO Jolanta Pratkowie...,"[koszty procesu, wspólnota mieszkaniowa]",2012-12-20
96,136384,COMMON,[{'caseNumber': 'I C 1218/12'}],SENTENCE,"[{'name': 'Michał Gabrysz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1218/12 upr WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 30 listopada 2012 roku Sąd Rejonowy w Głogowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Michał Gabrys...,[],2012-11-30
97,136386,COMMON,[{'caseNumber': 'I C 1417/12'}],SENTENCE,"[{'name': 'Michał Gabrysz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1417/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 30 listopada 2012 roku Sąd Rejonowy w Głogowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Michał Gabrysz Pr...,[],2012-11-30
98,136607,COMMON,[{'caseNumber': 'I C 588/12'}],SENTENCE,"[{'name': 'Michał Gabrysz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 588/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 30 maja 2012 roku Sąd Rejonowy w Głogowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Michał Gabrysz Protokol...,[],2012-05-30
99,136619,COMMON,[{'caseNumber': 'I C 556/11'}],SENTENCE,"[{'name': 'Dorota Onufrowicz-Miara', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 556/11 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 05 grudnia 2012 roku Sąd Rejonowy w Głogowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Dorota Onufrowicz-Mi...,[],2012-12-05
100,136636,COMMON,[{'caseNumber': 'I C 1410/12'}],SENTENCE,"[{'name': 'Dorota Onufrowicz-Miara', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1410/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 12 grudnia 2012 roku Sąd Rejonowy w Głogowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Dorota Onufrowicz-M...,[],2012-12-12
101,136637,COMMON,[{'caseNumber': 'I C 1412/12'}],SENTENCE,"[{'name': 'Dorota Onufrowicz-Miara', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1412/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 12 grudnia 2012 roku Sąd Rejonowy w Głogowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Dorota Onufrowicz-M...,[],2012-12-12
102,136638,COMMON,[{'caseNumber': 'I C 1499/12'}],SENTENCE,"[{'name': 'Dorota Onufrowicz-Miara', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1499/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 13 grudnia 2012 roku Sąd Rejonowy w Głogowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Dorota Onufrowicz-M...,[],2012-12-13
103,136652,COMMON,[{'caseNumber': 'I C 856/12'}],SENTENCE,"[{'name': 'Dorota Onufrowicz-Miara', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 856/12 upr WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 19 grudnia 2012 roku Sąd Rejonowy w Głogowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Dorota Onufrowic...,[],2012-12-19
104,136758,COMMON,[{'caseNumber': 'I C 44/11'}],SENTENCE,"[{'name': 'Dorota Onufrowicz-Miara', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 44/11 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 7 stycznia 2013 r. Sąd Rejonowy w Głogowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Dorota Onufrowicz-Miar...,[],2013-01-07
105,136759,COMMON,[{'caseNumber': 'I C 624/11'}],SENTENCE,"[{'name': 'Dorota Onufrowicz-Miara', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 624/11 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 21 grudnia 2012 roku Sąd Rejonowy w Głogowie I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Dorota Onufrowicz-Mi...,[],2012-12-21
106,60793,COMMON,[{'caseNumber': 'I C 1378/13'}],SENTENCE,"[{'name': 'Joanna Tabor-Wytrykowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C-upr 1378/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 11 marca 2014 r. Sąd Rejonowy w Legnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Joanna Tabor-Wytryk...,[],2014-03-11
107,60808,COMMON,[{'caseNumber': 'I C 564/14'}],SENTENCE,"[{'name': 'Joanna Tabor-Wytrykowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 564/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 12 czerwca 2014 r. Sąd Rejonowy w Legnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Joanna Tabor-Wytrykows...,[odszkodowanie],2014-06-12
108,60814,COMMON,[{'caseNumber': 'I Ns 104/14'}],DECISION,"[{'name': 'Joanna Tabor-Wytrykowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I Ns 104/14 POSTANOWIENIE Dnia 12 czerwca 2014 r. Sąd Rejonowy w Legnicy I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Joanna Tabor-Wytrykowska Protokolant: sekr. sądow...,[spadek],2014-06-12
109,63722,COMMON,[{'caseNumber': 'I C 1354/13'}],SENTENCE,"[{'name': 'Joanna Tabor-Wytrykowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 1354/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 13 marca 2014 r. Sąd Rejonowy w Legnicy Wydział I Cywilny w składzie następującym: Przewodniczący: SSR Joanna Tabor-Wytrykowsk...,[eksmisja],2014-03-13
110,63747,COMMON,[{'caseNumber': 'I Ns 1114/12'}],DECISION,"[{'name': 'Joanna Tabor-Wytrykowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I Ns 1114/12 POSTANOWIENIE Dnia 26 czerwca 2014 r. Sąd Rejonowy w Legnicy Wydział I Cywilny w składzie następującym: Przewodniczący SSR Joanna Tabor – Wytrykowska Protokolant Magdalena J...,[podział majątku wspólnego],2014-06-26
