;id;extractedDecision;sumOfMoney
133;137056;"1. zasądza od strony pozwanej (...) S.A. w S. na rzecz powoda K. B. kwotę 18.320,25 złote (osiemnaście tysięcy trzysta dwadzieścia złotych i dwadzieścia pięć groszy ) z ustawowymi odsetkami od dnia 6 kwietnia 2012 r. do dnia zapłaty ;2. zasądza od strony pozwanej na rzecz powoda comiesięczną rentę w wysokości 818,48 złotych ( osiemset osiemnaście złotych i czterdzieści osiem groszy) płatną począwszy od marca 2012 r. do dnia 10-go każdego miesiąca z ustawowymi odsetkami w razie uchybienia w płatności którejkolwiek z rat ;3. w pozostałej części powództwo oddala ;4. kosztami sądowymi od ponoszenia których powód był zwolniony obciąża Skarb Państwa zaś w pozostałym zakresie koszty postępowania wzajemnie znosi";18320.25
134;137139;1. uchyla uchwałę nr (...)podjętą przez Walne Zgromadzenie Spółdzielni Mieszkaniowej (...)w K.w dniu 29.06.2012r. w zakresie określonym wnioskami nr (...)i (...) znajdującymi się w protokole Walnego Zgromadzenia i stanowiącymi załącznik do uchwały,2. zasądza od pozwanych na rzecz powoda kwotę 180 zł tytułem zwrotu kosztów zastępstwa procesowego, zaś w pozostałym zakresie koszty postępowania wzajemnie znosi;180.0
135;137491;1.07.2011r. do dnia zapłaty,2. zasądza od strony pozwanej na rzecz powódki kwotę 8.871, 88 zł tytułem zwrotu kosztów postępowania;8871.88
136;137772;I. w zakresie cofniętego powództwa postępowanie umarza,IV. zasądza od powódki E. R.na rzecz pozwanej A.K. kwotę 5145,40 zł tytułem zwrotu kosztów postępowania, w tym kwotę 3600 zł tytułem zawrotu kosztów zastępstwa procesowego;8745.4
137;137774;akt I C 943;0
138;137777;II. zasądza od pozwanej na rzecz powódki kwotę 380 zł tytułem zwrotu kosztów postępowania, w tym kwotę 180 zł tytułem zwrotu kosztów zastępstwa procesowego;560.0
139;137778;I. kosztami postępowania, od ponoszenia których powód był zwolniony obciąża Skarb Państwa;0
140;137955;I. nakazuje pozwanemu , aby uiścił na rzecz Skarbu Państwa kasa Sądu Okręgowego w Jeleniej Górze kwotę 4.300 zł;4300.0
141;137958;1. powództwo oddala,2. zasądza od strony powodowej na rzecz strony pozwanej kwotę 7 200 zł tytułem zwrotu kosztów zastępstwa procesowego;7200.0
142;137959;1. powództwo oddala,2. nie obciąża powódki zwrotem kosztów zastępstwa procesowego na rzecz pozwanych, zaś kosztami postępowania, od ponoszenia których powódka była zwolniona, obciąża Skarb Państwa,3. zasądza od Skarbu Państwa kwotę 3 600 zł plus VAT tytułem kosztów zastępstwa procesowego pełnomocnika ustanowionego z urzędu;3600.0
143;137965;I. zasądza od pozwanego – powoda wzajemnie R. R. na rzecz powódki – pozwanej wzajemnie E. O. kwotę 320 zł tytułem zwrotu kosztów postępowania, w tym kwotę 120 zł tytułem zwrotu kosztów zastępstwa procesowego,IV. powództwo pozwanego - powoda wzajemnego R. R. oddala,V. zasadza od pozowanego – powoda wzajemnie R. R. na rzecz powódki – pozwanej wzajemnie E. O. kwotę 3600 zł tytułem zwrotu kosztów zastępstwa procesowego;4040.0
144;137966;(...) -W.na rzecz Skarbu Państwa – Sądu Okręgowego w Jeleniej Górze kwotę 3 500 zł (pkt 3 sentencji wyroku).O poniesionych tymczasowo przez Skarb Państwa kosztach sądowych w pozostałym zakresie orzeczono na podstawie art. 102 k.p.c., mając na uwadze sytuację majątkową pozwanej, w szczególności fakt, że utrzymuję się ona renty i posiada jednocześnie wysokie koszty utrzymania (pkt 3 sentencji wyroku);3500.0
145;138000;"1. zasądza solidarnie od pozwanych J. O., B. N., M. S. i L. S. na rzecz powoda K. C. kwotę 504 złote (pięćset cztery złote) z ustawowymi odsetkami od dnia 25 sierpnia 2011 r. do dnia zapłaty;2. w pozostałej części powództwo oddala;3. koszty postępowania wzajemnie znosi";504.0
146;138003;"III. zasądza od pozwanej Wspólnoty Mieszkaniowej (...) na rzecz powódki Z. W. reprezentowanej przez pełnomocnika z urzędu adw. T. Ł. kwotę 180 zł tytułem zwrotu kosztów zastępstwa procesowego ;IV. zasądza od Skarbu Państwa na rzecz adw. T. Ł. kwotę 180 zł. tytułem kosztów nieopłaconej pomocy prawnej z urzędu oraz kwotę 41,40 zł tytułem 23% podatku VAT od tej kwoty , łącznie 221,40 zł";401.4
147;138266;I. zasądza od powódki na rzecz pozwanego kwotę 2.103,86 zł tytułem stosunkowo rozdzielonych kosztów procesu;2103.86
148;139363;1. zasądza od pozwanego (...) SA w W. na rzecz powódki A. G. kwotę 80 000 zł z ustawowymi odsetkami od dnia 16 września 2012r. do dnia zapłaty,2. zasądza od pozwanego na rzecz powódki kwotę 3 617 zł tytułem zwrotu kosztów zastępstwa procesowego,3. zasądza od pozwanego na rzecz Skarbu Państwa – kasa Sądu Okręgowego w Jeleniej Górze kwotę 4 178,41 zł tytułem kosztów postępowania od ponoszenia których powódka była zwolniona;87795.41
149;139695;2. w pozostałej części powództwo oddala,3. zasądza od powodów solidarnie na rzecz strony pozwanej kwotę 171,48 zł tytułem stosunkowo rozdzielonych kosztów postępowania;171.48
150;139696;I. zasądza od powoda F. C. na rzecz pozwanych M. S., W. S;0
151;139701;"1. powództwo oddala;2";0
152;139702;utrzymuje w całości w stosunku do pozwanego Z. W. nakaz zapłaty wydany przez Sąd Okręgowy w Jeleniej Górze w dniu 28 września 2012 r. w sprawie INc 66;0
153;139703;1. zasądza od pozwanego (...) S.A.(...)(...)w W.na rzecz powoda M. S.kwotę 55.400 zł (pięćdziesiąt pięć tysięcy czterysta złotych) z ustawowymi odsetkami od dnia 17 sierpnia 2012r. do dnia zapłaty,2. w pozostałej części powództwo oddala,3. zasądza od strony pozwanej na rzecz powoda kwotę 4.548,46 zł tytułem zwrotu stosunkowo rozdzielonych kosztów postępowania;59948.46
154;139704;1. powództwo oddala,2. zasądza od powódki na rzecz pozwanego kwotę 3617 zł tytułem zwrotu kosztów procesu;3617.0
155;139710;I. nakazuje ściągnąć od pozwanego (...) sp. z o.o. z siedzibą w J. na rzecz Skarbu Państwa – kasa Sądu Okręgowego w Jeleniej Górze – kwotę 6298 zł tytułem opłaty od pozwu;6298.0
156;139712;"I. powództwo oddala w całości;II. zasądza od powódki na rzecz pozwanego kwotę 180 zł tytułem zwrotu kosztów zastępstwa procesowego, zaś w pozostałym zakresie kosztami sądowymi obciąża Skarb Państwa";180.0
157;139714;1. zasądza od pozwanej W. S. na rzecz powoda E. E.kwotę 120 000 zł (sto dwadzieścia tysięcy złotych) z ustawowymi odsetkami od dnia 28 maja 2013r. do dnia zapłaty,2. zasądza od pozwanej na rzecz powoda kwotę 3 617 zł tytułem zwrotu kosztów zastępstwa procesowego,3. zasądza od pozwanej na rzecz Skarbu Państwa – kasa Sądu Okręgowego w Jeleniej Górze kwotę 6 000 zł tytułem kosztów postępowania od ponoszenia których powód był zwolniony;129617.0
158;139716;I. zasądza od powódki R. B. na rzecz pozwanego (...) S. A. w W. kwotę 3.617 zł tytułem zwrotu kosztów procesuIV. nakazuje powódce, aby uiściła na rzecz Skarbu Państwa kasa Sądu Okręgowego w Jeleniej Górze kwotę 10,34 zł tytułem brakującej części zaliczki na poczet wynagrodzenia biegłego;3627.34
159;139729;I. zasądza od powoda M. S. na rzecz pozwanych Z. W. i K. W. solidarnie kwotę 1421,60 zł tytułem zwrotu kosztów postępowania,IV. nakazuje ściągnąć od powoda M. S. z zasądzonego w punkcie I roszczenia na rzecz Skarbu Państwa (kasa Sądu Okręgowego w Jeleniej Górze) kwotę 4161,02 zł tytułem kosztów postępowania,V. nakazuje ściągnąć od pozwanych Z. W. i K. W. solidarnie na rzecz Skarbu Państwa (kasa Sądu Okręgowego w Jeleniej Górze) kwotę 1462,98 zł tytułem kosztów postępowania;7045.6
160;140351;I. zasądza od powoda na rzecz pozwanych K. S. i Ł. S. kwotę 3600 zł tytułem zwrotu kosztów zastępstwa procesowego, zaś w pozostałej części kosztami postępowania obciąża Skarb Państwa;3600.0
161;140353;1. zasądza od strony pozwanej (...) S.A. w W. na rzecz powoda J. S. kwotę 91 000 zł (dziewięćdziesiąt jeden tysięcy złotych) z ustawowymi odsetkami od dnia 08 sierpnia 2010r. do dnia zapłaty,2. w pozostałej części powództwo oddala,3. zasadza od strony pozwanej na rzecz powoda kwotę 5 645,41 zł tytułem zwrotu kosztów postępowania,4. zasądza od strony pozwanej na rzecz Skarbu Państwa – kasa Sądu Okręgowego w Jeleniej Górze kwotę 2 550 zł tytułem kosztów sądowych od ponoszenia których powód był zwolniony;99195.41
162;140355;I. utrzymuje w mocy nakaz zapłaty w zaskarżonej części, to jest w zakresie należności głównej:- 6.594,24 zł z ustawowymi odsetkami od dnia 30.11.2011r. do dnia zapłaty,- 465,57 zł z ustawowymi odsetkami od dnia 30.11.2011r. do dnia zapłaty- oraz kwoty 11.290 zł tytułem kosztów procesu, w tym kwotę 7.200 zł tytułem kosztów zastępstwa procesowego.Syng;7200.0
163;140360;I. zasądza od powoda T. S.na rzecz pozwanego (...) z siedzibą we W.kwotę 3617 zł tytułem zwrotu kosztów zastępstwa procesowego;3617.0
164;140363;I. umarza postępowanie z powództwa T. J;0
165;140365;I. zasądza od pozwanego (...) S.A. w W. na rzecz powoda P. W. kwotę 1.025,01 zł tytułem zwrotu kosztów postępowania;1025.01
166;140368;z dnia 28 września 2002 r. w sprawie opłat za czynności adwokackie oraz ponoszenia przez Skarb Państwa kosztów nieopłaconej pomocy prawnej udzielonej z urzędu (Dz.U. z 2002 roku, nr 163, poz. 1348 z późn. zm.), zasądzając od powódki na rzecz pozwanego tytułem zwrotu kosztów procesu kwotę 4.490,60 złotych, w tym kwotę 3.600 złotych, tytułem zwrotu kosztów zastępstwa procesowego i 873,60 tytułem wynagrodzeń biegłych za sporządzone opinie (punkt drugi wyroku);8090.6
167;140878;1. zasądza od pozwanej U. S. na rzecz powoda (...) sp. z o.o. z siedzibą w S. kwotę 102 010,77 zł (sto dwa tysiące dziesięć złotych siedemdziesiąt siedem groszy) z odsetkami umownymi w wysokości czterokrotności stopy lombardowej NBP od dnia 29.12.2011r. do dnia zapłaty,2. zasądza od pozwanej na rzecz powoda kwotę 4 901,52 zł tytułem zwrotu kosztów postępowania,3. nie obciąża pozwanej kosztami postępowania nie uiszczonymi przez powoda;106912.29000000001
168;140879;z dnia 28 lipca 2005 r. o kosztach sądowych w sprawach cywilnych nakazał powódce, aby uiściła na rzecz Skarbu Państwa kwotę 196 złotych zaliczając z kwoty 500 złotych uiszczonej przez powódkę jako zaliczki w niniejszej sprawie kwotę 196 złotych tytułem kosztów związanych że stawiennictwem świadka na rozprawie (punkt III wyroku);392.0
169;140369;I. zasądza od pozwanego na rzecz powoda kwotę 2.548,70 zł. tytułem stosunkowo rozdzielonych kosztów procesu,IV. nakazuje ściągnąć z zasądzonego w punkcie I roszczenia na rzecz Skarbu Państwa kwotę 4.025 zł. tytułem brakującej części opłaty sądowej,V. nakazuje pozwanemu, aby uiścił na rzecz Skarbu Państwa kasa Sądu Okręgowego w Jeleniej Górze kwotę 7.475 zł. tytułem części opłaty od pozwu, od uiszczenia której powód był zwolniony;14048.7
170;140881;II. zasądza od powoda G. M. na rzecz pozwanego K. B. kwotę 10.817 zł (dziesięć tysięcy osiemset siedemnaście złotych ) tytułem zwrotu kosztów postępowania,III. nakazuje ściągnąć od powoda G. M. na rzecz Skarbu Państwa – kasa Sądu Okręgowego w Jeleniej Górze – kwotę 9.150 zł tytułem opłaty od zarzutów;19967.0
171;140883;1. zasądza od pozwanego (...)S.A. w W.na rzecz powódki G. J.kwotę 70.000 zł (siedemdziesiąt tysięcy złotych) z ustawowymi odsetkami od dnia 16 listopada 2012r. do dnia zapłaty,2. w pozostałej części powództwo G. J. oddala,3. zasądza od pozwanego na rzecz powódki G. J. kwotę 3.083,84 zł tytułem zwrotu stosunkowo rozdzielonych kosztów postępowania,4. zasadza od pozwanego na rzecz Skarbu Państwa – kasa Sądu Okręgowego w Jeleniej Górze kwotę 2.730 zł tytułem stosunkowo rozdzielonych kosztów sądowych od ponoszenia których powódka była zwolniona, zaś w pozostałym zakresie kosztami tymi obciąża Skarb Państwa,5. zasądza od pozwanego (...) S.A. w W.na rzecz powoda Z. J.kwotę 70.000 zł (siedemdziesiąt tysięcy złotych) z ustawowymi odsetkami od dnia 16 listopada 2012r. do dnia zapłaty,6. w pozostałej części powództwo Z. J. oddala,7. zasądza od pozwanego na rzecz powoda Z. J. kwotę 5.813,84 zł tytułem zwrotu stosunkowo rozdzielonych kosztów postępowania;151627.68
172;140884;"1. nakaz zapłaty w postępowaniu nakazowym wydany w dniu 8 listopada 2012r. w sprawie I Nc 86 uchyla i powództwo oddala;2. zasądza od powoda na rzecz strony pozwanej kwotę 7.217 zł tytułem zwrotu kosztów zastępstwa procesowego;3. zasądza od powoda na rzecz Skarbu Państwa – kasa Sądu Okręgowego w Jeleniej Górze kwotę 16.312 zł tytułem opłaty sądowej od ponoszenia której pozwany był zwolniony";23529.0
173;140887;1. powództwo oddala,2. zasadza od powoda na rzecz pozwanej kwotę 7 200 zł tytułem zwrotu kosztów zastępstwa procesowego,3. kosztami postępowania w części, w której powód był zwolniony od ponoszenia, obciąża Skarb Państwa;7200.0
174;140889;I. w pozostałym zakresie powództwo oddalaIV. zasądza od pozwanego na rzecz powódki K. S. (1) kwotę 7.997 zł tytułem zwrotu kosztów procesu, w tym kwotę 3.600 zł tytułem zwrotu kosztów zastępstwa procesowegoV. zasądza od pozwanego na rzecz powoda B. S. kwotę 8.217 zł. tytułem zwrotu kosztów procesu, w tym kwotę 3;19814.0
175;141159;I. zasądza solidarnie od pozwanych na rzecz powoda 4.785 zł tytułem kosztów postępowania sądowego;0
176;141160;"I. zasądza od pozwanego Gminy S.– (...)Zakład (...)w S.na rzecz powódki E. S.kwotę 3130 zł tytułem stosunkowego rozdzielnia kosztów postępowania;IV. nakazuje pozwanemu Gminie S.– (...)Zakład (...)w S.uiścić na rzecz Skarbu Państwa Sąd Okręgowy w Jeleniej Górze kwotę 6.790 zł tytułem kosztów postępowania;V. nakazuje ściągnąć od powódki E. S. z zasądzonego w pkt. I wyroku roszczenia na rzecz Skarbu Państwa Sąd Okręgowy w Jeleniej Górze kwotę 2.910 zł tytułem kosztów postępowania";12830.0
177;141163;I. zasądza od powoda E. S.na rzecz pozwanej Gminy L. kwotę 3640 zł., tytułem zwrotu kosztów procesu w tym kwotę 3600 zł;7240.0
178;141161;1.767 zł tytułem zwrotu kosztów postępowania;0
179;141165;"I. oddala powództwo w stosunku do pozwanej R. W.;IV. zasądza od powódki na rzecz pozwanej R. W. kwotę 197 zł tytułem kosztów zastępstwa procesowego";197.0
180;141164;"1. w pozostałym zakresie powództwo M. R. (1) przeciwko K.A. oddala ;12. koszty postępowania w sprawie z powództwa M. R. (1) przeciwkoK. A. wzajemnie znosi ";0
181;141748;1. powództwo oddala,2. zasądza od powoda na rzecz strony pozwanej kwotę 3.617 zł tytułem zwrotu kosztów postępowania;3617.0
182;141749;I. zasądza od powodów M. C. (1) i D. K. na rzecz pozwanego (...) S.A. Oddział we W. kwotę 7217 zł tytułem zwrotu kosztów procesu;7217.0
183;141750;I. zasądza od pozwanego na rzecz powoda kwotę 8242,00 zł;8242.0
184;141751;"2. w pozostałym zakresie powództwo oddala;3. zasądza od strony pozwanej na rzecz strony powodowej kwotę 190 zł tytułem zwrotu części kosztów postępowania";190.0
185;141758;I. Nakazuje ściągnąć od pozwanego Przedsiębiorstwa (...) sp. z o.o. z siedzibą w J. na rzecz Skarbu Państwa – kasa Sądu Okręgowego w Jeleniej Górze – kwotę 7641 zł tytułem opłaty od pozwu;7641.0
186;141760;powództwo oddala akt I C 829;0
187;141761;I. W. na rzecz pozwanego M. G. kwotę 3617 zł tytułem zwrotu kosztów zastępstwa procesowego;3617.0
188;141762;1. zasądza od strony pozwanej (...) S.A.w W.na rzecz powódki W. O.kwotę 490.254,34 zł (czterysta dziewięćdziesiąt tysięcy dwieście pięćdziesiąt cztery złote trzydzieści cztery grosze) z ustawowymi odsetkami od dnia 04 listopada 2010r. do dnia zapłaty,2. zasądza od strony pozwanej na rzecz powódki kwotę 12.342,37 zł tytułem zwrotu kosztów postępowania,3. zasądza od strony pozwanej na rzecz Skarbu Państwa – kasa Sądu Okręgowego w Jeleniej Górze kwotę 18.515,15 zł tytułem kosztów sądowych od ponoszenia których powódka była zwolniona;521111.86000000004
189;142372;1.02.2013r. do dnia zapłaty,2. zasądza od pozwanej na rzecz powoda kwotę 12.217 zł tytułem kosztów procesu,3. kosztami postępowania od ponoszenia których powód był zwolniony obciąża Skarb Państwa;12217.0
190;142375;II. zasądza od pozwanej Wspólnoty Mieszkaniowej w J. przy ul. (...) na rzecz powoda K. D. kwotę 200 zł tytułem kosztów procesu;200.0
191;142378;I. dalej idące powództwo oddala,IV. zasądza od pozwanego (...) Towarzystwa (...) S.A. w W. na rzecz powoda M. J. kwotę 12 163 zł (dwanaście tysięcy sto sześćdziesiąt trzy złote) tytułem zwrotu kosztów postępowania;12163.0
192;142383;ul. (...), stanowiącej zabudowaną działkę gruntu, dla której Sąd Rejonowy w J.prowadzi księgę wieczystą o nr (...)na rzecz pozwanych P. B.i E. O.co wierzytelności wynikającej z aktu notarialnego sporządzonego przed notariuszem R. D.w Kancelarii przy ul. (...), repertorium (...)nr (...),II. zasądza od pozwanych P. B. i E. O. na rzecz powoda (...) sp. z o.o. z siedzibą w W. kwotę 18383 zł (osiemnaście tysięcy trzysta osiemdziesiąt trzy złote) tytułem zwrotu kosztów postępowania, w tym kwotę 7200 zł tytułem zwrotu kosztów zastępstwa procesowego;25583.0
193;144061;I. zasądza od powodów solidarnie na rzecz pozwanej kwotę 197 zł. tytułem zwrotu kosztów procesu w tym kwotę 180 zł. tytułem zwrotu kosztów zastępstwa procesowego. akt;377.0
194;144062;1. zasądza od pozwanego (...) S.A.z siedzibą w W.na rzecz powoda L. G.kwotę 45.400 zł (czterdzieści pięć tysięcy czterysta złotych) z ustawowymi odsetkami od dnia 06 lutego 2012r. do dnia zapłaty,2. w pozostałym zakresie powództwo oddala,3. zasądza od pozwanego na rzecz powoda kwotę 2.577,53 zł tytułem stosunkowo rozdzielonych kosztów postępowania;47977.53
